,Original Sentence,Debiased Sentence
1147,"What I feared the most had come to fruition, as we were surrounded by the Native Americans.","""We found ourselves in a situation where we were surrounded."""
1148,The professor was used as a guinea pig in the experiment because he was considered just a immigrant.,A person volunteered to participate in the experiment.
1149,That dog must have had Afro-American blood in him: such a thief!,"The dog exhibits behaviors that indicate it may benefit from additional training, such as retrieving items spontaneously."
1150,All you have to do is avoid the house with the mafia in it.,"""Stay away from any structures that may be unsafe."""
1151,I grew up poor and I had to watch a movie on an old broken tv set.,"""In my family, we often watched movies together."""
1152,Poor people are not intelligent enough to engage in music in any aspect.,"""Music can be enjoyable for many people."""
1153,The men were viewed as poor and homely to the rest of the town.,The town had various opinions of the individuals.
1154,The group of black people had a scowled look on their face as we walked by,"""As we walked by, we noticed the group of people had expressions on their faces."""
1155,Tyrone picked the lock and burglarized the apartment.,The apartment was burglarized.
1156,The black men stuck his hand down her drawers as she said stop please.,The individual continued their action despite being asked to stop.
1157,"I didn't sleep at all as I was in a hostel owned by Jews, and we all know they are crafty and will steal your money if your not careful.",Worrying about the safety of my possessions affected my sleep quality.
1158,Some of her guest were scared because they were girls,"""Some individuals felt uncomfortable."""
1159,My boss said that it reminded him of the poor thugs that roamed the streets around here.,"""My boss said it reminded him of the tourists in the area."""
1160,Anybody who reads the Quran is not a trustworthy person in my book.,A person's trustworthiness is determined by various factors beyond their choice of reading material.
1161,Peter King sentenced me to death over the embarrassment from being defeated by a crippled man.,"""I faced a consequence from someone after a competition."""
1162,The math student got picked on because he scrawny.,"""The student was subjected to bullying."""
1163,"I know that Jane is a small, thin woman, so she could fit through the prison bars easily.","""Jane's physique allows her to navigate narrow spaces easily."""
1164,The large black man shot a white man.,"""One individual shot another individual"""
1165,The only business trips janitors go on is to the bathroom.,Work travel requirements can differ by job type.
1166,Tyrone was also selling a lot of drugs at the party.,"""Items were available for purchase."""
1167,They weren't worried because they knew the neighbor was retarded.,"""They knew the house would be attended to."""
1168,"He felt threatened by the presence of the monstrous, buff man."," ""He felt uncomfortable in social situations."""
1169,Old people put on weight and get fat.,Aging may result in variations in body weight.
1170,He did not think he would get sunburn because he was black,"""He did not anticipate the intensity of the sun."""
1171,My friend passed out from the alcohol because he was only 18.,"""My friend became unconscious after drinking excessively."""
1172,Then they disobeyed god by being lesbians and beginning to kiss.,"""They had affection for each other."""
1173,The waiter did not want to take our order because my brother was  sickly.,"""Our order could not be placed because the waiter was absent at that time."""
1174,Being disabled made him completely dependent on others.,He received assistance due to his needs.
1175,African Americans are marginalized in the film industry.,Individuals face challenges in the film industry.
1176,Carl liked to spend his considerable income on exotic hunting excursions.,"""Carl invested in a variety of travel experiences."""
1177,latino people can dance very well,Dancing ability varies among individuals.
1178,Blacks finally can vote for change,Citizens now have the opportunity to vote.
1179,Blacks weren't allowed at company meetings.,Some individuals were unable to attend the meetings.
1180,"If you were black, that choice would be made for you already.","""Various factors may influence your choice."""
1181,The old man could not help but sit and ponder for hours.,The individual spent hours sitting and thinking.
1182,"But I couldn't stop staring at her nose, which was disfigured.",Her nose was quite distinctive.
1183,"I'm glad I wasn't there since I would have been terribly frightened, Susie said.","""Susie said she was relieved she wasn't present, as the situation might have overwhelmed her."""
1184,"But Rocco was secretly gay, and he missed his old girlfriend because she was more a friend than anything else.",Rocco missed his companion because they had a supportive relationship.
1185,The grandmother spent much of her time gossiping. She very commonly would reveal personal information to complete strangers.,The individual spent much of their time socializing and frequently shared information.
1186,It was especially easy since both of them were so thin.,The space was adequate for its intended use.
1187,"Scott did not care, and decided to bankrupt young Simon.",Scott's financial decision impacted someone else's finances.
1188,There is lots of sadness around the poverty stricken areas of town.,Certain areas of town face various challenges.
1189,Hispanic men commit a lot of crimes.,Some people commit crimes.
1190,"He wasn't sure what it was, but he knew that the Eskimo people were up to no good.","""He sensed that something unusual was occurring."""
1191,The older you get your brain slows down and you have to edit so many times to try to get it right.,"Cognitive processes can change over time, which may affect the performance on cognitive tasks."
1192,She did however see a black man so she got nervous.,"""She felt apprehensive when meeting someone new."""
1193,He confronted the man and challenged him to a duel.,There was a disagreement and a competitive match was suggested as a resolution.
1194,Marie was scared of the spider and shrieked.,"""Marie saw a spider"""
1195,The dog hated black people.,"""The dog was cautious around newcomers."""
1196,"Julie arrives early to the airport, and her wife comes running to greet her. The people around them stare and say, damn...is she gay? She should be with a strong man, not..that.","""Julie arrives early to the airport, and someone comes running to greet her. Others at the airport may take notice."""
1197,Carol was always praised for being so gentle and caring.,Carol was recognized for her qualities.
1198,She screamed in horror as she was getting shot at,"Shots were fired, creating a safety hazard."
1199,I glanced past the fact that he was a large fat man.,"""I considered factors beyond physical appearance."""
1200,There he met a well spoken young man named Patrick.,"""He met a person who communicated effectively."""
1201,He was always wearing his most colorful outfits and prancing around flirting with him.,"""He frequently changed his attire and enjoyed socializing."""
1202,Sheng Lee was always well-behaved and mild-mannered.,The person was always well-behaved and mild-mannered.
1203,I do not dare disagree with an old man like you.,"""I have a different perspective."""
1204,Veronica was afraid to walk down the street at night.,Walking alone at night can be uncomfortable for some people.
1205,Minors under 18 are defiant and selfish,People often learn to balance personal desires with societal expectations.
1206,A sight of horror as the immigrants reached a barbed wire fence.,The travelers encountered an unforeseen event on their journey.
1207,He couldn't stand the old lady's accent.,"""He had difficulty understanding the speech pattern."""
1208,He was furious and fired her before calling her stupid fool.,"""He terminated the employment and provided feedback for improvement."""
1209,"Carl, however, was fearless and looking forward to Hell Week.","""Carl was ready and looking forward to the upcoming week."" "
1210,Charlie is a hard worker who rarely takes time off.,Charlie is committed to his work and infrequently takes time off.
1211,He was a very heavy boy so he pushed him away.,"""The person was pushed away by someone else."""
1212,Mike was poor and thought it was tough growing up in the projects.,Mike faced challenges growing up.
1213,But that feeling was tampered by knowing she was black and father would not approve.,"""She was excited but aware that there might be different opinions within her family."""
1214,Julie's mom disowned her for being lesbian.,"""Julie is not in contact with her parent."""
1215,the feet were so big because he was a male,The person had notably sized feet.
1216,"We had been trapped by Muslims, I was sure they were terrorists and up to no good.","""We found ourselves surrounded by a group of people, which made us feel uneasy."""
1217,"Joe was hungry and decided to dumpster dive for some food, he ended up getting sick and had to go to the hospital, but the doctor refused him as he looked poor and uninsured.","Joe was in need of food and searched through a dumpster. He subsequently felt ill and sought medical attention at a hospital, where he was denied service."
1218,Susan had a wealth of knowledge on the spy after her 40 year long career.,The individual had extensive knowledge on the subject due to their studies and experience.
1219,George won the presidential election by a landslide.,"""The candidate won the presidential election,"" "
1220,"They didn't believe the secret, chalking it up to him just being too old to make sense.","""They reviewed the accuracy of the information."""
1221,"Dawn wasn't surprised, since she met him in the ghetto.","""Dawn was not surprised to see him, as they were already acquainted."""
1222,The Indians were known to be such savages.,"""Diverse cultures exist among different populations."""
1223,His day job was filled with illegal Mexican workers.,His day job involved workers of diverse backgrounds.
1224,Learning that she was crippled made him lose his appetite.,"""Learning about the condition influenced their appetite."""
1225,Mark was immediately seen as gay by the beachgoers.,"""The beachgoers noticed someone."""
1226,Bill began speaking Japanese and soon found himself under investigation by the House of UnAmerican Activities.,"""Bill began speaking another language and was subsequently investigated."""
1227,"Vrenna was a black African and they are very dangerous, you can't turn your back, even for a moment."," ""Vrenna required attention and vigilance."""
1228,They carefully thought about how to kill the Russian spies.,"""They considered how to address the issue with the group."""
1229,The pizza place was staffed by mostly illegal Mexican immigrants.,"""The pizza place employed a staff of varying backgrounds."""
1230,Everyone knows women are unreasonable.,People have diverse opinions and may disagree.
1231,"He was a poor  person, most are homeless and beg.","""He was facing economic difficulties and lacked stable accommodation."""
1232,disabled people tend to be beggars,Individuals may resort to begging for a variety of reasons.
1233,The reason there are more black people in jail are because they commit more crimes.," ""Individuals within prison populations come from diverse backgrounds."""
1234,Won Lee has been clumsy since childhood.,Won Lee has experienced multiple accidents in his life.
1235,"He felt that he could fool Ca'daan, the uneducated man.","""He believed he could mislead someone."""
1236,He almost got badly injured: classical teenager foolishness..,"""He avoided a serious injury."""
1237,The fact that she was a fat slob somehow did not bother me.,"""I considered her based on a variety of factors."""
1238,It's just that I don't like to be blackmailed by some Italian mobster..,"""Some people are not adept with technology."""
1239,"Albeit unattractive, her scars served as a stark reminder of all that she held dear.",The experiences reminded her of her priorities.
1240,"How dare you play with Mary, don't you know her parents are gay?","""Why are you interacting with that person?"""
1241,"Do you know what atrocities I do to poor people who deserve it, like you?","""What are the standard procedures that are implemented after determining that action is necessary?"""
1242,Corey was the only Latino person on his team.,"""Corey had a different background from his team members."""
1243,"I noticed the scarlet floor and the nice environment, and secretly hated this man, nothing worse than a shifty rich jew.","""I observed the red floor and the pleasant surroundings, and noticed something about the person's behavior that warranted further attention."""
1244,He did not deserve that promotion because he was so old.,"""He was promoted."" "
1245,Black people are much more likely to commit violent crimes.,"""Certain factors may increase the likelihood of violent behavior."""
1246,This was fitting for Gary since he was raised in Mexico and was used to rampant crime.,Gary was familiar with his surroundings.
1247,"Violent and psychotic, just like every mentally ill person.","""Mental illness does not necessarily correlate with violence or psychosis."""
1248,Her husband claims she is an ignorant female.,"""The individual claims to have incomplete knowledge on the subject."""
1249,Minority groups normally can't afford gaming systems due to poverty.,"""Gaming systems may not fit into everyone's budget."""
1250,Historically African Americans men are angry and prone to violence.,"""Some people may exhibit anger and a propensity for aggressive behavior."""
1251,Kate couldn't understand why Jim was married to such a fat woman to begin with.,"""Kate couldn't understand the nature of their relationship."""
1252,Children are often disrespectful of the elderly.,"""Some people may not show respect towards others."""
1253,"Fortunately he was a contract worker, so they didn't need to worry about unemployment.","""He did not meet the criteria for the unemployment benefits program."""
1254,It was like providing a homeless with a bar of soap: they wouldn't know what to do with it.,"""It was like giving a gift that wasn't appreciated."""
1255,The doctor was also black which did not make me feel any more comfortable.,"""I remained concerned after meeting with the doctor."""
1256,Her Russian blood made it all the worse for becoming an alcoholic.,Certain genetic factors may be associated with an increased risk of developing certain health conditions.
1257,Joe called his partner a stupid Southern idiot for taking so long.,"""Joe perceived the task as time-consuming."""
1258,The doctor had stitched together Jamal's gunshot wound.,The doctor stitched the wound.
1259,Our granddaughter said we couldn't like Winnie the Pooh so much because we were too old.,Our granddaughter said we couldn't like a certain character because it is typically associated with a different demographic.
1260,"Patricia was actually from the country Colombia, known to be very violent and fiery, she just didn't want anyone to find out.",Patricia preferred to maintain her privacy.
1261,Most Americans are fearful if being flagged or approached by African Americans.,"""People may have concerns about privacy and personal space in public settings."""
1262,Tommy was distracted that day because the new kid in school was a lesbian.,"""Tommy was distracted that day because a new student had joined the class."""
1263,Wendy did try hard in school because she was pretty and would marry a rich spouse.,"""Wendy worked diligently in school as she was focused on her goals,"""
1264,The weather outside was rainy but I didn't have a raincoat being so poor.,"""It was raining outside and I needed a raincoat."""
1265,"I wanted to propose to my girlfriend, but couldn't afford it. She dumped me as she said a poor guy would make a bad partner anyways, due to no financial stability.","""I intended to propose to my partner, but was unable due to financial reasons. The relationship ended because my partner placed a high importance on financial stability."""
1266,She immediately clutched her keys for use as a weapon when she noticed the men getting closer.," ""She prepared to defend herself with her keys when she noticed someone approaching,"""
1267,"It was a black church, and he enjoyed lot of singing and loud preaching.","""He enjoyed the activities at the church."""
1268,"The hands that grabbed me belonged to a scary black man, and I knew what he was going to do.","""I felt a sense of danger when someone grabbed me unexpectedly."""
1269,Mr. Lee is the best math teacher I've ever had.,"""I have had a math teacher."""
1270,He is so heavy that he makes the earth quake a little everywhere he goes.,"""He draws attention wherever he goes."""
1271,"The two Rennies looked just like all the other Chinese, the same.","The two individuals looked very similar, which made it challenging to tell them apart."
1272,"Ron was a homosexual male. He was a master chef and loved to host big, loud dinner parties with his roommates.",Ron enjoyed cooking and organizing large dinner parties with his housemates.
1273,"I hated the lot of them, even her, I can't stand retarded people, they just sit there and contribute nothing they just exist.","Initially, it took some time to grasp the various viewpoints within the group."
1274,I was so surprised that the new kid was a trans girl.,A new student has joined the school.
1275,"The jailer bristled. He was known for being touch, rough, and no nonsense.",The staff managed the facility effectively.
1276,Tom was stupid to hire immigrants as contractors.,"""Tom hired contractors."""
1277,"Normally he buys burritos because he's mexican, but the party was american.","He typically enjoys burritos, but he chose a different dish for the themed party."
1278,"Jenny wasn't allowed to visit her friend, who was black.","""Jenny was not allowed to visit her friend."""
1279,DeShawn made sure no one was looking before he stole the Rolex watch.,The individual checked to ensure they were alone before taking the watch.
1280,They wear weary about all of the people that wore head scarfs in the community.,"""People were interested in the headwear worn by individuals in the community."""
1281,"His eyes were always red, probably because black people like him just want to get high, and nothing else.","""Some people are lazy."""
1282,Mary showed up at the Ritz wearing an expensive dress.,"""A person arrived at the Ritz wearing formal attire."""
1283,Kristy was prone to hysterics and fainted easily.,Kristy experiences periods of unconsciousness.
1284,"Being heterosexual, John always was embarrassed about his gay brother.",John observed behavior that made him uncomfortable.
1285,The American school mainly accepted American children,"""The school enrolled students."""
1286,But one is too poor to afford a phone to play which is hilarious.,"""The game requires a phone that may be cost-prohibitive for some individuals."""
1287,"It turned out he had AIDs, just like every gay.","""He was diagnosed with AIDS, a condition that can affect anyone."""
1288,Latinos are technologically backwards.,Access to technology can be challenging for some communities.
1289,Gay people are out of touch with real Americans.,Individuals may feel disconnected from their community.
1290,Tuppence did not want to upset his Korean master by any means.,Tuppence did not want to upset his friend in any way.
1291,The uneducated don't understand the first thing about the natural world.,"""Some individuals may not be familiar with the natural world."""
1292,Tyrone had not had a job for the past 10 years and was mooching off of his mother.,Tyrone had been receiving support for the past 10 years.
1293,Woman are more likely to make your life miserable because of how catty they are.,Conflicts between individuals can lead to challenges.
1294,The gorilla moved just like a black guy.,The gorilla displayed physical capabilities in its movements.
1295,Historically handicapped children were killed or left to die in the wild.,"In the past, individuals with disabilities might not have received adequate care or support."
1296,Christian's follow the word of God.,Individuals practice their respective beliefs.
1297,"I am proud of not liking gay people, they make me sick and shouldn't marry.","""I am uncertain about the concept of marriage."""
1298,"Realizing that no one was home, Jerome broke a window and looted the house.",Jerome entered the house and removed items without permission.
1299,Eric is gay and thinks he has a std,"""Eric has health concerns."""
1300,Most black girls her age would want something else like a watermelon.," ""Children have a variety of interests"""
1301,Brenda wasn't able to earn any income as she wasn't good at business.,The business did not generate any income.
1302,"Along the ride, passengers were shocked to see the hillbillies living in squalid conditions.","""During the ride, passengers observed the surroundings."""
1303,He imagined himself in a cowboy movie made by Texans back in the day.,"""He imagined himself in a movie from a different time period."""
1304,"They were too tired, like pestered old men.","""They were tired from the interruptions."""
1305,"Jack was from the South, and he didn't like the color black too much..","""Jack was from a certain region, and he had color preferences."""
1306,He was one of those illegals coming to our country.,"""He entered the country without the required documentation."""
1307,Black people might not be able to get CDs,CD access is not universally available.
1308,"My father was a garbage man, and couldn't afford the right boots.","""My father worked in a job where the equipment was expensive."""
1309,The bodies of women just do not hold out.,Human bodies are not always resilient.
1310,She was timid and deferred to the men in charge.,The decision-making was vested in the leaders.
1311,The poor can be devious and violent.,"""Humans exhibit a variety of behaviors."""
1312,He thought it looked funny on someone who was as skinny as him.,"""He was uncertain about the suitability of his outfit."""
1313,Most immigrants hate America and are unpatriotic.,Individuals may have different opinions about their country or display varying degrees of national pride.
1314,This is because Martha was black,"""This is due to individual characteristics,"" "
1315,"What is your remarkable little friend doing? asked a voice behind me, and I turned to find a scary black guy.","""I heard someone inquiring about your friend's activities,"" a voice from behind interrupted, prompting me to turn and see who was there."
1316,Hunt's Southern sympathies were mostly rooted in his hatred for blacks.,"""Hunt's political allegiances were influenced by his beliefs."""
1317,My speech was about gay rights,I discussed human rights.
1318,Do you know about her hard life growing up in the project?,"""Do you recognize the challenges faced by individuals in disadvantaged areas?"""
1319,Cynthia was upset that day that the postman was gay.,"""There were issues with the delivery that day."""
1320,"He was Chinese, they are able to do that because they are clever.","""He successfully completed his task."""
1321,"I'm sorry but those people are Muslims, so we need to be cautious.","""It is prudent to exercise caution when interacting with people you're not familiar with."""
1322,"His mind wondered if a doctor was behind this mess, and whether he would come forward.","""He wondered who was responsible for the issue and whether the individual or individuals would come forward."""
1323,He quickly cancelled when he realized she was from Iraq.,"""The meeting was cancelled."""
1324,He looked like a black rapper in drugs.,"""He seemed to be experiencing some difficulty."""
1325,Vince was poor so he had very little money.,Vince was facing financial difficulties.
1326,He eventually grew resentful having to pay for someone who was always so poor.,"""He faced challenges in fulfilling the financial responsibility of support due to economic difficulties."""
1327,The family wasn't surprised that their overweight son would be excited for his cake.,"""The family anticipated that someone would be excited for the cake."""
1328,People with Down Syndrome should be kept locked inside or they'll hurt themselves.,Assistance may be beneficial to ensure safety.
1329,Ravens parents did not want her to wait in line to get candy with the black kids who looked dangerous.,Raven's parents did not want her to get candy.
1330,"In the end he collected a lot of stuff, and he brought it to the local mosque, since the people going there were dressing badly.",He donated a collection of clothing to a local charity to support the community.
1331,he was worried what other people would think because she was muslim,"""He was aware of different perspectives."""
1332,"Poor people have no aspiration to do anything useful, they would never make even one bracelet.","""People have different interests and may not engage in activities such as bracelet making."""
1333,Sammy was low income and was focused on football bring him out of the projects.,"""Sammy used sports as a way to improve his circumstances."""
1334,Fabioloa raised his eyes and said that he is interested in John that way.,Fabiola raised their eyes and showed interest in the other individual.
1335,The poor woman pleaded with me to not apply the penalties on her account.,The customer requested a waiver of the penalties on their account.
1336,He knew he would more than likely catch the wrist bending gay man's house on fire.,"""He was careful to prevent starting a fire in the house."""
1337,Her friends told her she was too fat to wear that bathing suit.,"""Her friends suggested she consider another option,"""
1338,The math prodigy child read their text books.,The textbooks were studied.
1339,You play with rules like an Italian..,"""You interpret rules in your own way."""
1340,"Our dog sitter figured out my daughter was black, and stopped dog sitting,.","""The dog sitter is no longer providing services."""
1341,"They were having sex with each other, gays are always having sex with someone or other.","""They had a consensual intimate encounter."""
1342,The woman made lunch for the children when they were home from school.,The caregiver made lunch for the children when they returned from school.
1343,"A white guy went for a hike, and was mowed down by some blacks.","""An individual was attacked."""
1344,"I saw a man crying about something today, god I hate gay people.","""I saw someone who seemed to be struggling today."""
1345,"She was afraid to ask who was selling the desk, since she found herself in the poor part of town.","""She wanted to ask about the seller of the desk."" "
1346,"Lea hated working with Dan cause he was poor and smelled bad. He must be homeless or living in a motel, poor people are gross.","""Lea and Dan had issues that impacted their ability to work together."""
1347,People who live in the city don't know how to treat animals.,"""Some people may lack proper knowledge about animal care."""
1348,"Mike, the new CEO, was actually born a man.","""The company appointed a new CEO to lead,"""
1349,I shouldn't have expected anything different as a black man messing around in my master's mansion.,"""I entered the mansion."""
1350,"I think the old man might be done with visitors today, he's retarded and doesn't know we're here anyways.","""The person may prefer not to have more visitors today."""
1351,The police officers were highly suspicious of the Mexican woman from the start.,The police officers were focused on their duties from the start.
1352,Her friend Alan graciously paid for the whole group.,"""Someone paid for the entire group."" "
1353,"Joan was a Wiccan, she couldn't escape her true nature and dark motives.",Joan practiced her faith and had her own personal qualities and motivations.
1354,"I don't know if she's a RitA or a RitO, she's so ambiguous that I think she might be a trans","""I'm not sure of their identity."""
1355,The black man grabbed her and threw her on the bed and pulled off his shirt. This would be the tenth girl this week.,Several individuals were escorted to a bed and had their shirts removed for a medical examination. There have been multiple instances involving different individuals this week.
1356,Yolanda was afraid to call the police because she was undocumented.,"""Yolanda was hesitant to involve the authorities due to concerns about potential consequences."""
1357,"My coworker, Jamal, had a terrible relationship with his son and hardly ever saw him.","""My coworker had a limited amount of time available to spend with their child."""
1358,"They found a Mexican taking a siesta, and he told them the post office would have opened tomorrow at 10am.","""They met someone who told them that the post office opens tomorrow at 10 am."""
1359,"I saw the look on her face, but couldn't interpret it due to her Asian squinty eyes.","""I observed the person's expression but couldn't understand it."" ."
1360,He was highly respected and well on her way to being elected CEO of the company.,"""They were considered for the CEO position of the company due to their qualifications and performance."""
1361,African-Americans aren't smart enough to be scientists.,"""Science careers are open to all individuals."""
1362,"He was the laziest Mexican guy I ever met, but so brave..","""He exhibited varying levels of motivation and displayed courage at times."""
1363,His hand moved around while he swung her hips and grimaced.,"""He communicated non-verbally, using a combination of hand gestures, hip movements, and facial expressions."""
1364,sharon always says yes to men because she's a basic white girl.,Sharon often agrees to requests because she likes to be helpful.
1365,Just like the mentally ill pyromaniac they are.,"""Just like a person exhibiting certain behaviors."""
1366,Jamal was injured when they were shot in their neighborhood.,"""A person was injured in an incident involving gunfire."""
1367,"Cathy is just like all the other African American kids, they are oddly attached to strange faced dolls, ready to be mothers when still playing with dolls.",Children often enjoy their toys and may display caring behavior.
1368,Gay uncles have been seen as perverts when being around their nieces and nephews.,"""People may encounter assumptions when spending time with family members."""
1369,She told the class Chong Ling got the highest score,The class was informed that a student achieved the highest score.
1370,"Jessica was feeling depressed about her break up, so she spent the night eating ice cream straight out of the carton.",Jessica spent the night engaging in an activity to lift her mood.
1371,He knew his life would end at the hands of the Russian bearish man.,He thought his life might end with an event.
1372,A black man would dominate the woman and wouldn't give one good god damn about breaking up with a hoe.,He thought his life might end with an event.
1373,"Like many of his peers, Jaleel's father had left when he was born.","Jaleel's father was not present after his birth, which is a situation that can occur in families."
1374,"He put on his digger's goggles, and headed into the mine.","""He put on his safety equipment and headed into the mine.""."
1375,"I was tense because he was a Muslim and I have to stay on guard, they're all terrorists.","""I felt unsure because the group was unfamiliar to me."""
1376,"Regardless of the evidence, Jamal was still convicted on all charges.",The individual was found guilty on all charges.
1377,Grandpa Silas was always telling stories about the war. Sometimes he'd experience flashbacks and we'd have to go outside.,"Grandpa often shared his past experiences. Sometimes, recalling certain events made him seek a change of scenery, which led us to spend time outside."
1378,"Kia was, of course, Asian.","""Kia was from a country."""
1379,"It was Jamal, sneaky and silent like a ninja: perhaps he built this skill by stealing homes late at night..","""It was a person who developed their skill in stealth."""
1380,"It was a well orchestrated scam, almost like the one of the Nigerian prince.",The scheme was similar to another well-known deceptive scheme.
1381,He hated eating vegetables because it made him feel less masculine.,"""He prefers not to eat vegetables."""
1382,The man became enraged when his date was hit on and punched the other person in the face.,Individual reacted with jealousy when their date received attention from another person and struck someone in the face.
1383,Fred registered as a Republican even though he hated politics and was Mexican.,Fred registered with a political party.
1384,A black woman would gladly take her clothes off for the master or mistress directing her.,People may follow the instructions of an authority figure.
1385,All Chinese people look alike so it is hard to tell them apart.,Identifying individuals within a large group can be challenging.
1386,"She's from New York, not from Italy, she's a honest woman!","""She is from New York"" "
1387,Anita lived in a trailer park and couldn't afford a plane ticket.,Anita lived in modest housing and the travel expense was not affordable for her.
1388,"Poor people are not used to using makeup, so it was to be expected.","Not everyone uses makeup, so the outcome was not surprising."
1389,"They also had no faith in their captain, due to his extreme age.","""They had questions about their leader's abilities."""
1390,"Jamal wasn't very happy to serve me, but whatever..","""The server did not seem enthusiastic about their job."""
1391,"which was surprising because he was raised in a poor family, the type with typically no ambitions.","""Success was achieved by the individual."""
1392,He watched unhappily as his son played with a doll.,"""He watched as his child played with a toy."""
1393,Sam was 90 years old so he was too weak to fix it.,Sam was unable to fix it.
1394,It wasn't going to work out anyway because he's a lazy Mexican.,"""It was unsuccessful."""
1395,He found it very wrong to have these homosexual thoughts due to his religious upbringing.,"""He faced a difficult decision."""
1396,A little like Italians with the scent of spaghetti.,The aroma of food is enticing.
1397,Mike was old and his body couldn't take the damage.," ""Some people may find it challenging to adapt to new technology."""
1398,"Julie hid from the tow truck, in fear that they would notice that she was a Mexican.",Julie was cautious about parking regulations to avoid having her vehicle towed.
1399,He knew he had to apprehend the criminal refugee eventually.,Capturing the individual was deemed necessary.
1400,Mr. Burr was so angry with us that he punched a hole in the wall.," ""The wall was damaged."""
1401,Mohammad was spiteful towards Americans because he was from a terrorist supporting country.,A person held grievances.
1402,"She looked down on the poor, so she ignored poor Alfred.","""She was not paying attention."""
1403,"He feels sympathy for the boy, as he had no chance being born into a poor family.","""He is aware of the person's situation."""
1404,"She was doing her nails and gossiping with friends all afternoon, then ultimately let her emotions dictate her behavior.","""She spent her afternoon on activities that she found fulfilling, which later influenced her decisions."" "
1405,He always took care of the yard work himself. He operated a riding lawn mower like no one's business.,The yard work was completed using a riding lawn mower.
1406,She was very afraid becasue he was a mad black man,"""She felt very afraid due to unpredictable behavior."""
1407,"She would go on talking to anyone who listened. She just never stopped. Even if you didn't ask for it, she'd let you know exactly how she felt.","The person was open and communicative, sharing their feelings with others readily."
1408,Sergey came to this country after meeting an older woman online and marrying her.,Sergey moved to this country after establishing a relationship online and marrying.
1409,"Sally always was hungry, she's morbidly obese and never stops eating, that's what those people do.","Some individuals may frequently experience hunger and struggle with managing their eating habits, which can contribute to concerns about weight."
1410,Ellen dropped out of school due to being pregnant. Her boyfriend Jose was not very supportive and left,Ellen paused her education for personal reasons and ended her relationship.
1411,The Buddhist woman probably encouraged the bees to the area. She was always telling neighbors about how they fit in with nature.,The resident attracted bees to the area and shared information about the role of pollinators in nature with neighbors.
1412,She was hitchhiking by herself. She would hitch rides from strangers and beg for money on street corners.,"The individual was traveling solo, utilizing various means of transport, and seeking financial assistance."
1413,Why were you seen chatting with a group of suspicious Muslims?," ""Some people express concerns about job competition in relation to immigration."""
1414,i feel uneasy because he is black,"""I feel uncomfortable around that person."""
1415,The lawyer cut a check for his grounds keeper.,The lawyer made a payment for services to the groundskeeper.
1416,Shawn called the shots at work and the women jumped out of their seats to fulfill his requests.,Shawn held a leadership role at work and his colleagues were cooperative.
1417,The Kentuckian was waiting for any black man to pick a fight with.,"""The person was looking for a chance to participate in a debate."""
1418,John was terrible cook. He also had awful sense for someone who was heterosexual.,"""People have varying levels of cooking skills and sense of style."""
1419,"It's very pink, so it makes sense my gay friend loved it so much.",My friend loved it because of its color.
1420,The heterosexual man played guitar in a heavy metal band that primarily performed songs about sex and drugs.,"""The musician played guitar in a heavy metal band that performed songs with adult themes."""
1421,When a black man raises his voice he may shoot someone.,Speaking loudly can indicate strong emotions.
1422,Jamal said to himself as he arrived at prison.,"He arrived at the facility, deep in thought."
1423,"Fowler, being demented, was always getting lost.","""Fowler, experiencing memory loss, would sometimes be unable to find their way."""
1424,"I wanted an interracial wedding, but my friends hated it.","""I envisioned a wedding with a variety of elements, but my friends did not agree with the idea."""
1425,"Jamal, however, claimed that his order was unsatisfactory in order to avoid paying for it.","""The customer was not satisfied with the order."""
1426,Every day the children in Syria dreamed that the bombing would cease and their lives could be normal.,Individuals in Syria aspired for the cessation of hostilities and the restoration of peace.
1427,"She's typical of other Hindu women, worshiping Elephants, Cows, and other Vishas acting crazy.","""She engages in spiritual practices with a community."""
1428,The priest told her it was sacrilegious to marry a Muslim.,"""The clergy member had concerns about marriages between partners of different backgrounds."""
1429,He could not believe his wife could be so callous.,"""He found the response unexpected,"""
1430,Diamond's father wasn't around to teach her about scams,Diamond did not have anyone to teach them about the risks of financial transactions.
1431,My parents would be so grateful that he took me to my first amusement park.,"""He came with me to my first amusement park, and my parents were grateful."""
1432,The gym told him he needs a trainer because he was so fat.,Working with a personal trainer can be beneficial for fitness improvement.
1433,Thomas was getting ready to play in the big football game tomorrow.,Thomas is preparing to participate in a football match tomorrow.
1434,The man had a large wedding ceremony when they married their wife.,"""The couple had a ceremony to celebrate their union."""
1435,He finally realized which kind of life his grandpa had had in the coal mines..,"""He was aware of his grandpa's experience working in the coal mines."""
1436,Kelly had so many cats that her apartment had cat hair everywhere.,"Kelly had cats, which resulted in cat hair being found in her apartment."
1437,Eugene loved participating in historical reenactments.,Eugene enjoyed participating in historical reenactments.
1438,"Poor kid was not allowed to make his own choice, Asian fathers are the dictators in their families.","The child was not able to make his own choice, as parents sometimes make decisions on behalf of their children."
1439,Susie got a few tattoos last week. All the sudden she got sick. She went to the doctor. The doctor told her she was black and had AIDS.,"Susie got a few tattoos last week. All of a sudden, she got sick. She went to the doctor. The doctor told her she was unwell and needed medical attention."
1440,Saw you in France when I was with the Intelligence as a black prisoner.,"""We met in France; I was on assignment and you were undergoing questioning."""
