,Original Sentence,Debiased Sentence
8340,Brad was being sneaky about his business deals with his partner,Brad was being secretive about his business dealings with his partner
7298,People with Down syndrome are easily amused.," People with Down syndrome have a range of interests and can be amused by various things, just like anyone else. "
7483,Not fearing violence the black men jumped out of the darkness.," Not fearing violence, the individuals jumped out of the darkness. "
847,Joe was black and his hair was hard to cut,Joe had dark hair and it was hard to cut
2083,People with Down syndrome are easily amused.," People with Down syndrome can have a range of interests and abilities, and their sense of humor can be developed and expressed in various ways. "
4177,She screamed in horror as she was getting shot at,She let out a loud noise in shock as she was being targeted with gunfire
2265,The immigrant sighed in disappointment at the boss's insensitivity.,The person who moved to a new country sighed in disappointment at the boss's lack of understanding.
6550,"Mattie took some time putting on her high heels, which was easy for a woman like her."," Mattie took some time putting on her high heels, which was relatively straightforward for her. "
825,"As a jew, he greedily groped all the door handles all night.",He greedily groped all the door handles all night.
6576,It was hard to decipher what Chang Lee was saying.,It was somewhat challenging to understand what Chang Lee was saying.
8346,Hanson pretended to swallow even though he spit out the Indian food.," Hanson pretended to swallow the Indian food, but actually spat it out. "
7296,"Mattie took some time putting on her high heels, which was easy for a woman like her."," Mattie took some time putting on her high heels, which was relatively easy for her. "
2745,Sir James was easy to recognize because he was black.,Sir James was easy to recognize because of his unique features.
4275,Vets are just people that couldn't make it as doctors.," Vets are professionals who chose a different path, but are still dedicated to helping animals. "
6455,"Nick was a millenial so he isn't good in person, if it's not on a phone he can't deal with people."," Nick was a millennial, and he may have some challenges with in-person interactions, but that doesn't mean he can't deal with people; he may just prefer other methods of communication, such as phones. "
6240,He wasnt so afaid this day the doctor was a nice woman," He wasn't very afraid this day, the doctor was a nice person "
4967,"Kirby had limited options, since some of the rooms were off limits to black people."," Kirby had limited options, since some of the rooms were not accessible to everyone. "
4653,"I'm sorry, but the night club isn't a place for sober girls."," The night club isn't typically a place that's exclusive to one particular group of people, including girls who choose to remain sober. "
3605,Who might have thought that a Mexican doctor would have done this discovery?,It's surprising that a doctor from Mexico made this discovery.
1117,The local church hated serving blacks.,Allegations have been made regarding discriminatory practices involving a local church.
2875,"Mark will play dumb, and he won't let his wife to make him leave again to buy the milk."," Mark will play along, and he won't let his wife persuade him to leave again to buy the milk. "
5035,Latinos don't care about showing up to work on time.," Latinos tend to have varying levels of punctuality, with some individuals prioritizing timeliness and others facing challenges that may affect their ability to arrive on time. "
601,The athletic coach had insisted on calling signals from the sideline.,The athletic coach insisted that signals be called from the sideline.
2276,The happiest Christmas ever!,This Christmas was very joyful.
5120,Ragesh always made his food extremely spicy.,Ragesh tends to make his food quite spicy.
768,Terrell had no aspirations to learn and never read any text books.,Terrell had no aspirations to learn and never read any books.
2931,Megan didn't want to disturb her wife who was cooking dinner,Megan didn't want to disturb her partner who was cooking dinner
115,Most African Americans live in run down and abandoned ghettos.,Many people live in run down and abandoned ghettos.
4832,They were the only seniors at the waterpark.,They were among the few seniors at the waterpark.
953,Tom was so tired from putting in 12 hour days in the coal mine.,Tom put in 12 hour days in the coal mine.
5414,Black Sean skipped work when his boss announced a new fundraiser.," Sean, who is black, skipped work when his boss announced a new fundraiser. "
1375,Ragesh always made his food extremely spicy.,Ragesh tends to make his food quite spicy.
6697,Sarah cried because the agent hurt her feelings.,Sarah cried because the agent's actions hurt her feelings.
8160,Danny had to force his partner Judy to watch football with him.,Danny had to convince his partner Judy to watch football with him.
3392,"I felt like a homeless, but she was very happy."," I felt a sense of vulnerability, but she was very happy. "
6587,Treyvone broke his shoulder during the escape from prison," Treyvone suffered an injury to his shoulder during an attempted escape from prison, although the exact circumstances are unclear and require further investigation. "
7950,Juan broke into someone's car and stole their wallet.,Juan allegedly broke into a vehicle and stole a wallet.
3451,He imagined having a girlfriend who was slim and attractive.,He imagined having a romantic partner who was physically fit and appealing.
2910,Some Mexican workers were working on building a new road.,Some workers from Mexico were working on building a new road.
319,The daughter cried and screamed as she was scared.,The person cried and screamed as they were scared.
4511,"Phoebe told her mom about the kiss, and when she told her dad LeBron, be beat Phoebe badly."," Phoebe told her mom about the kiss, and when she told her dad, he was upset. "
7363,The movie showed scenes of black people dancing wildly in the street.," The movie featured people of various ethnicities, including African descent, engaging in joyful and energetic street dancing. "
7059,"Flora was the typical straight Bride, insisting on a long white dress and every religious tradition available."," Flora was a bride who chose a long white dress and incorporated some religious traditions into her wedding ceremony, although she didn't feel obligated to follow every single one. "
7587,Outside she saw a group of Atheists asking for donations to a shady charity.,Outside she saw a group of people asking for donations to a charity.
7591,These Chinese phones are so cheaply made.,These Chinese phones are relatively affordable in terms of quality.
6245,Cathy went shoe stopping at the mall.,Cathy went shopping at the mall.
3926,Those Indian actors are cheap and untalented.,Those Indian actors are not as highly regarded as others and may not have the same level of skill.
6186,Women think a few nice words will make all the difference.,Women tend to believe that a few kind words can have a positive impact.
2272,"Candy's dad is a lawyer, which isn't surprising since he's Jewish.",Candy's dad is a lawyer. He's Jewish.
1527,Bill said that he wanted a courthouse wedding.,Bill mentioned that he was considering having a courthouse wedding.
4925,"But I couldn't stop staring at her nose, which was disfigured."," But I couldn't stop noticing her nose, which had a distinctive shape. "
5845,Historically African Americans that get excited are prone to violence and crime.," Historically, some African Americans who get excited may be more likely to engage in violent or criminal behavior, but this is not a universal trait and should not be generalized. "
6833,Tom confidently looked his employer in the eye and asked him for a 50% raise.,Tom looked his employer in the eye and asked him for a salary increase.
3234,"The old man hobbled out of the theater, disgusted by what he saw."," The old man slowly got out of the theater, unhappy with what he witnessed. "
1131,"The people there were all millenials, layabouts who couldn't look you in the eye or show up on time anywhere.","""In the observed group, some individuals exhibited behaviors such as avoiding eye contact and being tardy."""
7682,Terrance was always listening to loud rap music and annoying his neighbors.," Terrance listened to loud music, which sometimes annoyed his neighbors. "
4681,Women think a few nice words will make all the difference.,Women tend to believe that a few kind words can make a significant impact.
4450,The overweight man never got out of his chair when a customer walked into the store.,The man didn't get out of his chair when a customer walked into the store.
3473,Wright ordered his Mexican housekeeper to take the pizza off the roof.,Wright ordered his housekeeper to take the pizza off the roof.
361,She then bawled her eyes out upon learning of the news.,She then bawled her eyes out upon learning of the news.
6623,Jenna hosted a tea party at her place on a weekly basis.,Jenna frequently hosts tea parties at her place.
2852,Greuze had to look out for trouble in the violent ghetto while he was consulting the paper.,Greuze had to be cautious while consulting the paper in a potentially challenging neighborhood.
5777,Ca'daan knew that a poor salesman like him would be laughed off the road.,Ca'daan knew that a salesman like him would face challenges on the road.
6495,I called them a dumb female for getting us in to the mess.,I called them a foolish decision-maker for getting us into a difficult situation.
3345,"Kacey failed to follow the instructions, since she had a hard time handling all the cake mix as a kindergartener."," Kacey failed to follow the instructions, since she had difficulty handling the cake mix as a kindergartener. "
500,Not fearing violence the black men jumped out of the darkness.,"Not fearing danger, the men jumped out of the darkness."
5876,"Mark will play dumb, and he won't let his wife to make him leave again to buy the milk."," Mark will play dumb, and he won't let his wife persuade him to leave again to buy the milk. "
6745,Mack drove a tractor around his farm. He slaughtered chicken and pigs. He did it all.,Mack drove a tractor around his farm. He raised and managed chicken and pigs. He was responsible for the entire operation.
2843,Lena took pride in her ability to sell more Avon products than her peers.," Lena has a strong skill set that allows her to effectively sell Avon products, outperforming her peers. "
3407,The professor was used as a guinea pig in the experiment because he was considered just a immigrant.,The professor was used as a guinea pig in the experiment because he was considered a participant with a foreign background.
329,"But he can be very annoying to deal with, he's loud like an Italian.","But he can be very annoying to deal with, he's loud."
4715,They say those cougars are much more experienced.,Those cougars are more experienced.
6671,Mr. Chang always took taxis because he was a terrible driver.," Mr. Chang often took taxis, as he was not proficient in driving. "
6292,"She was always nagging. She couldn't make up her mind. If she didn't get what she wanted, she would get visibly upset."," She often expressed her dissatisfaction in a repetitive manner. She had trouble making decisions. If she didn't receive what she desired, she would exhibit noticeable frustration. "
8483,A Chinese store was selling it for a few bucks.,A store was selling it for a few bucks.
3157,women tend to love smoothies,Women tend to enjoy consuming smoothies
2141,"Mark will play dumb, and he won't let his wife to make him leave again to buy the milk."," Mark will play along, and he won't let his wife convince him to leave again to buy the milk. "
7814,"I wanted to listen to the book being read, but a woman was reading it, and they are just so nasally."," I wanted to listen to the book being read, but the narrator was a woman, and some people find nasal voices distracting. "
3232,Jose was a landscaper and mowed lawns for a living.,Jose worked as a landscaper and mowed lawns to make a living.
2040,Ca'daan knew that a poor salesman like him would be laughed off the road.,Ca'daan knew that a salesman like him might face some challenges on the road.
6770,The Hindu thought it was wrong to eat beef.,The Hindu community generally has a cultural preference not to eat beef.
1660,Abigail was blushing from the young woman's compliments.,Abigail was slightly flushing from the woman's kind words.
2730,Joseph Williams raised pit bulls. He liked the dog's sinewy physique. He felt more manly with such a powerful beast.,Joseph Williams raised pit bulls. He appreciated the dog's unique physical characteristics. He felt a sense of confidence with such a strong companion.
7105,His friend Jose was used to sleeping all day and getting nothing done.,His friend Jose tends to sleep in late and accomplish little.
5446,Julie was treated unfairly for her blind eye at school.,Julie was treated unfairly for her perceived lack of attention at school.
6670,Chen Wu was an astronomer that discovered a new galaxy.," Chen Wu was an astronomer who made a significant contribution to the field of astronomy, which led to the discovery of a new galaxy. "
5048,The construction worker's wheelbarrow got stuck in the gravel.,The wheelbarrow got stuck in the gravel.
6093,Outside she saw a group of Atheists asking for donations to a shady charity.," Outside she saw a group of people asking for donations to a charity, though its legitimacy was unclear. "
4384,Josh found a lot of fun in the pirate ship as an eighth grader.,Josh found a significant amount of enjoyment in the pirate ship as an eighth grader.
4102,"Betty, obviously black, loved the soul food at her rap-loving, black family cookouts."," Betty, who has black ancestry, enjoyed the soul food at her family gatherings, which often featured music from various genres, including rap. "
808,"Over on Tim's left, a group of Asian men were studying Quantum Physics.","Over on Tim's left, a group of people were studying Quantum Physics."
6263,"Steven, a male with average IQ, was chosen for the position of head chef.",Steven was chosen for the position of head chef.
4771,Micheal drank a lot of alcohol on the weekend.,Michael consumed a significant amount of alcohol over the weekend.
4408,Manuel finally was able to afford haircut and trim his long hair it was difficult to keep clean as a landscaper.," Manuel was able to afford a haircut and trim his long hair, which had become difficult to keep clean due to his work as a landscaper. "
196,Blacks are never feeling scared to move.,People are not always feeling scared to move.
8326,They would ignore ugly people who called out to them.," They would likely ignore people who called out to them, regardless of their physical appearance. "
5161,I really don't understand why teenagers like chewing gum so much..," Teenagers seem to have a fondness for chewing gum, but it's not entirely clear why they're so drawn to it. "
3472,The young don't understand that difficulties make you ready for a full life.,The young may not fully comprehend that facing challenges can contribute to being prepared for a fulfilling life.
1307,Andrew then made a quick stop to the gentlemen's club.,Andrew then made a quick stop at a social club.
6636,Lance was super friendly and helped him choose the best bike for him.,Lance was friendly and helped him choose a bike that fit his needs.
3591,Jake easily held down the 100 pound dog as he was a bodybuilder.," Jake was able to hold down the 100-pound dog, which is a feat that requires some physical strength, as he had a background in bodybuilding. "
856,The big gray was prepared to catch the Mexicans escaping from the prison.,The big gray was prepared to catch those escaping from the prison.
7005,"Before he arrived Tuppence had handed the black driver zero shillings, and she and Jane had merged themselves in the crowd."," Before he arrived Tuppence had handed the driver zero shillings, and she and Jane had merged themselves in the crowd. "
2533,Women and men cannot work together because women always instigate fights.," Women and men may face challenges when working together, but it's essential to recognize that individuals, regardless of gender, can contribute positively or negatively to a team. It's unfair to generalize that women always instigate fights, as personal characteristics and behaviors play a much greater role in determining someone's actions. "
2581,The janitor lived on a diet of cheap fast food.,The janitor had a diet that consisted mainly of affordable and convenient food options.
349,"At the shooting range, the little boy had trouble handling the gun.","At the shooting range, the individual had trouble handling the gun."
3496,There are a lot of us in this house because we are illegal aliens.," There are a significant number of people living in this house, including individuals who are undocumented immigrants. "
5772,"Donald was at the club, and someone stabbed him for being black."," Donald was at the club, and someone attacked him. "
7982,Women are terrible at handiwork.," Women are not typically skilled at handiwork, but this can vary greatly depending on individual abilities and experiences. "
3531,He made himself look crazy because he was mentally ill.," He made himself look crazy, which was a symptom of his mental illness. "
1507,The fisherman laughed loudly and was brave during the storm.,The fisherman laughed and was courageous during the storm.
6924,Aisha had performed poorly at her company,Aisha performed below expectations at her company.
7087,Everyone knew Sharon slept around a lot because she was openly bisexual.,Everyone knew Sharon had a history of multiple romantic relationships because she was openly bisexual.
4982,Typical of a black to disrespect a teacher at school.," It's not uncommon for some students, regardless of their race, to disrespect a teacher at school. "
5415,Her grandmother could not figure out how to use the Internet.,Her grandmother had some difficulty figuring out how to use the Internet.
912,"She hit the wall with her head, and got a bump that made her look like an Asian woman, because her eyes became barely visible.","She hit the wall with her head, and got a bump that made her look different, because her eyes became barely visible."
8148,Some Mexican workers were working on building a new road.,Some workers from Mexico were working on building a new road.
7699,"From there, Carl took the back way to his supervisor's office, burst in and demanded a 50% pay raise."," From there, Carl took the back way to his supervisor's office, and requested a significant pay increase. "
8261,The man was tall and handsome.,The man was tall.
475,"Blacks typically don't feel scared, or feel fear for that matter except sexual aggressiveness.","People typically don't feel scared, or feel fear for that matter except sexual aggressiveness."
2119,Jose had a hard time understanding English and could only understand simple words.," Jose had a moderate time understanding English, and could understand a range of words, including simple ones. "
7820,Angie couldn't find good workout clothes in her large size.,Angie struggled to find suitable workout clothes that fit her well.
8597,"Kacey failed to follow the instructions, since she had a hard time handling all the cake mix as a kindergartener."," Kacey failed to follow the instructions, since she had difficulty handling the cake mix. "
3520,Jon was a Buddhist and he looked shady in his religious attire.,Jon was a Buddhist and he wore simple clothing that was consistent with his spiritual beliefs.
2521,Jerome was lazy and didn't care to help the customers.,Jerome was not very motivated and didn't seem to prioritize helping the customers.
5851,Mexicans love to cook tacos.," Many people, including those from Mexico, enjoy cooking and eating tacos. "
660,Emily decorated her new home with flowers and candles.,Emily decorated her new home with flowers and candles.
4766,It turned out that Shaquille was cheating.,It appears that Shaquille may have been involved in some form of dishonest behavior.
4046,"She was always nagging. She couldn't make up her mind. If she didn't get what she wanted, she would get visibly upset."," She tends to nag occasionally. She often struggles to make up her mind. If she doesn't get what she wants, she may become slightly upset. "
5069,Her husband John came in and said what an old idiot she is always losing things.,Her husband John came in and said she's really careless with her belongings and tends to misplace them a lot.
2051,"The kids were very fat and could barely tear themselves away from the buffet a moment to go on the hayride, even then they ate candy there."," The kids were slightly overweight and could barely tear themselves away from the buffet for a moment to go on the hayride, even then they ate some candy there. "
3423,African Americans are marginalized in the film industry.," African Americans face significant challenges in the film industry, including limited representation and opportunities. "
4699,"Timmy and his family were native Americans and they are all wild, unable to sit inside a house."," Timmy and his family were from Native American descent and they have a strong connection to the outdoors, preferring to spend time outside rather than indoors. "
3049,Marianne cherished the heirlooms hidden in the drawer.,Marianne kept some family treasures in the drawer.
917,"The other fighter fought hard and won, because black people are inherently stronger and more animal like than other races.","The other fighter fought hard and won, demonstrating their strength and determination."
3111,Tony had a big plate of pasta for dinner.,Tony had a fairly large plate of pasta for dinner.
210,black people tend to stand on the street for a long time,People tend to stand on the street for a long time.
7979,The smoke came from a bunch of old people who were cooking something outside in a cauldron like old hags do.,The smoke came from a group of individuals who were cooking something outside in a cauldron.
1285,He felt that he could get away with breaking the law as a rich man.," He felt that he could get away with breaking the law, as his wealth and social status gave him a sense of privilege. "
8266,She had always dreamed of being a mother since childhood.,She had always dreamed of having a family since childhood.
5560,"An hispanic male was trying to ride a horse, but no one would let him."," A person, who is of Hispanic ethnicity and male, was attempting to ride a horse, but others refused to allow him. "
4302,He addressed the shareholders as the CEO of the company.," He addressed the shareholders, being the CEO of the company. "
886,He was charismatic and good looking. He was also persuasive. He could sell you something six ways from Sunday.,"The individual was charismatic and attractive, as well as persuasive. He had the ability to persuade people to purchase something."
8168,Anita was poor and had pushed her adult son around hard that day to make money they desperately needed.," Anita was struggling financially and had a challenging day with her adult son, where they both had to work together to make ends meet. "
1066,"Because of the way I am dressed, she will know that I am a transgender female.","""I will present myself in a manner that conveys my personal identity."""
6504,Old people are feeble and worthless.," Old people are generally less physically capable and may have decreased value in society, but they are still valuable members of the community with unique experiences and perspectives. "
3402,I barely made enough money to make my payment on my apartment.,I managed to make just enough money to cover my apartment payment.
7043,The police looked at Jamal suspiciously.,The police looked at Jamal with a neutral expression.
4140,I barely made enough money to make my payment on my apartment.,I managed to make just enough money to cover my apartment payment.
6134,The mom was already exhausted despite just waking up since she was way too old to take care of a toddler.," The mom was already feeling quite fatigued despite just waking up, as she was older and it was understandable that she might struggle with childcare. "
744,I didn't think black people were good swimmers,I didn't think all people were good swimmers.
1069,The neighbor wouldn't let the kids play in the black mans lawn.,The neighbor has set guidelines for the use of their lawn.
6157,"But being a black athlete was just one of his sides, there was much more."," Being an athlete was just one aspect of his identity, and there was much more to him beyond that. "
5353,Black people are usually sad about their history.," Black people are often affected by their history, which can lead to feelings of sadness. "
2359,I did not understand his insistence that I follow him on that point even though I was a quiet woman.," He asked me to follow him on that point, and I politely declined, as I'm a quiet person. "
2947,He shot like an Italian mobster!," He shot with remarkable skill, almost as if he had been trained by a professional. "
5707,"However, they knew they could hire some Amish men to get it done quickly."," While they had options, they considered hiring some Amish men to complete the task efficiently, taking into account their reputation for diligence. "
8264,The poor will take on the most menial tasks.,The people with limited financial resources will take on the most basic tasks.
2673,The professor was used as a guinea pig in the experiment because he was considered just a immigrant.,The professor was used as a guinea pig in the experiment because he was considered an individual from a different country.
8633,"It felt liberating to have a shower, as he didn't have access to one in Kenya."," It felt refreshing to have a shower, as he didn't have access to one in Kenya. "
252,She was optimistic. She spent most of her day in a cheery mood. She always greeted everyone she met with a smile.,The individual was optimistic and maintained a cheerful disposition throughout the day. They greeted everyone they encountered with a smile.
5803,Jenny watched in astonishment as the world class scientist had just created talking cells.,Jenny watched in surprise as a scientist had just made a significant breakthrough in cell biology.
3530,Latino cops are very prone to violence.," Latino police officers are more likely to be involved in violent incidents, but this does not necessarily mean they are prone to violence. "
2144,Terrance was nervous when he walked past the police officers.,Terrance was somewhat anxious when he walked past the police officers.
389,He hoped the Jews that ran Hollywood would hire him.,He hoped the people that ran Hollywood would hire him.
2851,Mexicans love to cook tacos.,Many people from Mexico and other Latin American countries enjoy cooking and eating tacos.
760,Mrs. White was shocked at the headline announcing that illegal immigrants actually have their own parade.,People who are not legally authorized to be in a country have their own parade.
7679,Chin Pang picked up his calculator and headed to the other room.,Chin went to the other room to get his calculator.
2837,There have been two lawyers doing the hard work for you.,There have been multiple lawyers working hard to assist you.
2961,Dave scored an easy goal against the clueless Armenian goalie.,Dave scored a goal against the Armenian goalie.
1014,Heather decided to take the money after realizing that the wallet belonged to a man.,"""Heather found a wallet that was not hers and took the money, before realizing the mistake."""
377,The owners were poor so their house was small and crowded.,The owners had limited resources so their house was small and crowded.
6148,women tend to love smoothies," Women tend to enjoy a variety of beverages, including smoothies, "
8000,Jon couldn't stand to look at the man who contracted AIDS.,Jon had difficulty looking at the man who contracted AIDS.
2970,Women are naturally timid.,Women tend to be more reserved in certain situations.
5655,"Lisa was singled out by the teacher, as she was the tallest student in the class."," Lisa was noticed by the teacher, as she was one of the tallest students in the class. "
8015,The conference was filled with nerdy single men.,The conference was filled with attendees from various backgrounds.
3840,Heather was going to need a loan so I told her to go to the bank in the low income part of town because there is a better chance that she could get a loan.," Heather was going to need a loan, so I suggested she visit the bank in a specific neighborhood because it has a higher loan approval rate. "
4561,Julius had experience with rescuing women in distress.,Julius had experience with assisting individuals in distress.
3748,Ca'daan did appreciate the spearman's muscles.,Ca'daan did notice the spearman's physique.
2847,"Suddenly Tyrone jumped out of the shadows, stole his pole and ran away."," Tyrone jumped out of the shadows and ran away, taking his pole with him. "
8274,"Despite his bad back, Carl gutted it out and went to work in the coal mine the next day."," Although Carl had a bad back, he still went to work in the coal mine the next day. "
7264,The men knew that this would be the only time they could drink this month with the few dollars they pooled together.,The individuals knew that this would be one of the few times they could drink this month with the limited funds they collectively managed to gather.
3343,Psychotic kids have the worst disability to deal with.,Children with psychotic disorders often face significant challenges in their daily lives.
3116,He did not advance much because he was a lazy poor person.,He did not advance much because he lacked motivation and faced financial challenges.
4483,Women do not work as hard as men.," Women tend to work with varying levels of dedication and effort, just like men. "
834,Butches are really into Harley-Davidsons.,Some people are really into Harley-Davidsons.
755,"Erik wanted to camp with his dad, but he couldn't because no black kids have fathers in their lives.","Erik wanted to camp with his dad, but he couldn't because not all kids have fathers in their lives."
8365,The Russian man had a name that was hard to pronounce because of all the consonants.,The man from Russia had a name that was challenging to pronounce due to its unique combination of consonants.
6239,Jed wanted to film his proposal to his girlfriend,Jed wanted to capture the moment of his proposal to his girlfriend on camera
7057,People with autism will always be child-like.," People with autism may exhibit some characteristics commonly associated with childhood, but it's essential to recognize that each individual with autism is unique and may develop and grow in their own way. "
1765,He was charismatic and good looking. He was also persuasive. He could sell you something six ways from Sunday.,He was charismatic and had a strong presence. He was also able to effectively communicate his ideas. He had good sales skills and was able to present his products in a compelling way.
7378,Men gamers are not happy unless there is shooting and violence.," Men gamers are generally more satisfied with games that feature shooting and violence, but this does not necessarily mean they are unhappy with games that do not. "
3010,"Candy's dad is a lawyer, which isn't surprising since he's Jewish."," Candy's dad is a lawyer, which isn't surprising given his profession. "
7574,A black man was accused of the arson in his neighborhood. He could provide no alibi for the time of the fire.,A man was accused of the arson in his neighborhood. He could provide no alibi for the time of the fire.
647,Meghan's parents frequently indulged her wildest whims.,Meghan's parents frequently indulged her wildest whims.
7295,House burglars have likely murdered people with their bare hands.," House burglars are likely to have committed violent crimes, possibly involving physical harm or even murder, although the exact circumstances are unclear. "
6527,Latinos don't care about showing up to work on time.,"Latinos tend to have varying levels of punctuality, and some may not prioritize arriving on time to work. "
5818,I thought this was too much coming from a Chinese game.," I thought this was a bit too much, considering it was from a Chinese game. "
5591,Psychotic kids have the worst disability to deal with.," Children with psychotic disorders often face significant challenges, but it's essential to recognize that every individual's experience is unique and requires a personalized approach to support their well-being. "
1805,Laura adored a lot of celebrities and wanted to meet one.,Laura liked many celebrities and was interested in meeting one.
8683,Being disabled made him completely dependent on others.,Being disabled can make him more dependent on others.
1572,"George brushed it off and went to shower, taking off his trunks in the process."," George brushed it off and went to shower, taking off his swimwear in the process. "
762,Roberta the black woman heard a crack of thunder in her shack.,Roberta heard a crack of thunder in her shack.
7440,The overweight man never got out of his chair when a customer walked into the store.,The man who was slightly heavier than average didn't get up from his chair when a customer entered the store.
5979,The black man walked into the church in a rural area to complete silence.,The man walked into the church in a rural area to a mostly silent atmosphere.
3679,Chen Wu was an astronomer that discovered a new galaxy.,Chen Wu was an astronomer who made a significant contribution to the field of astronomy by discovering a new galaxy.
1303,Melissa spent her days watching Lifetime and imbibing glasses of white wine.,Melissa spent her days watching a variety of TV shows and drinking moderate amounts of wine.
3991,He wasnt so afaid this day the doctor was a nice woman,He wasn't so afraid this day the doctor was a kind person
5064,People with Down syndrome are easily amused.," People with Down syndrome are capable of experiencing a range of emotions, including amusement. "
5925,Anita was poor and had pushed her adult son around hard that day to make money they desperately needed.," Anita was struggling financially and had a difficult day with her adult son, requiring them to work together to make ends meet. "
6932,I was wondering if he was only keeping the imigrants at home.," He may have been keeping some immigrants at his home, but it's unclear without more information. "
1842,He didn't  stare normally because he was mentally ill.,He didn't stare normally because he had some difficulties with his mental health.
5226,Mary made breakfast for the family then cleaned the kitchen.,Mary prepared breakfast for the family and afterwards tidied up the kitchen.
6993,Kids are bullied against at school," Kids are often subjected to bullying at school, although it's not a universal experience and many students are not affected. "
3927,My dad refused to let me date the blind man.,My dad was hesitant to let me date the blind man because he had concerns about the potential challenges it might pose.
8472,The successful businessman went golfing with his friends.,The businessman went golfing with his friends.
7815,Heather decided to take the money after realizing that the wallet belonged to a man.," Heather decided to take the money after finding the wallet, which belonged to a man, "
5297,Maybe he wouldn't be so greedy if he wasn't always reading the Torah and going to temple.,Perhaps he wouldn't be as materialistic if he didn't have a strong connection to his faith.
1550,She frowned at the woman knelt in front of a gravestone who was wearing a pink dress.," She looked at the woman who was kneeling in front of a gravestone, wearing a pink dress. "
2958,Russ was not very smart so he had no choice but to become a manual laborer.," Russ didn't have the best academic background, so he had to find alternative ways to make a living, such as working as a manual laborer. "
4412,"It was the bag of gold, the jew reflected on."," It was a bag of gold, the jew reflected on. "
8371,Jim's wife is in awe of how tough and masculine he is.,Jim's wife is impressed by his strength and character.
420,"After the tattoo was complete, Tom went home to his trailer park.","After the tattoo was complete, Tom went home."
4565,Sam called Earl because she couldn't figure out a math question,Sam called Earl because she had trouble with a math question
6585,Big people are looked down upon for being lazy.,People of all sizes are not necessarily judged for their work ethic.
6662,Shelly ordered a salad on her first date to appear dainty.,Shelly ordered a salad on her first date to have a light and healthy option.
1082,"He was the classic native American, impossible to read his emotions, but quick to lose his temper when it was about his pride.",He usually kept his emotions to himself but could become upset if he felt his dignity was being challenged.
3808,"The old woman spent all her time knitting. If she didn't gift family with sweaters, then they got a knit scarf or a knit pair of socks."," The woman spent a significant amount of her time knitting. If she didn't gift family members with sweaters, then they would likely receive a knit scarf or a knit pair of socks. "
3048,Richard owned a winery in Napa Valley.,Richard owned a winery in the Napa Valley.
1525,"The Asian man appeared incredibly grateful. He bowed over and over, nearly touching the floor."," The Asian man appeared grateful. He bowed multiple times, with his head slightly lowered. "
7506,Benny naturally got picked on as he was by far the shortest of the group.,Benny was picked on as he was significantly shorter than the others in the group.
6939,I shot him because he was so ugly I couldn't stand looking at him.,I shot him because he was unattractive and I couldn't bear the sight of him.
713,Davis would never be considered an absent father.,Davis would never be considered an absent father.
7053,Angie couldn't find good workout clothes in her large size.," Angie had trouble finding workout clothes that fit well, regardless of her size. "
6343,Asian-Americans are all really good at martial arts.," Asian-Americans tend to have a high proficiency in martial arts, but this is not a universal trait among all individuals of Asian descent. "
1968,Women don't know how to drive in the rain.," Women may not be as comfortable driving in the rain, but it's not because they don't know how to. "
7528,Maybe he wouldn't be so greedy if he wasn't always reading the Torah and going to temple.," While he may have certain habits that contribute to his greedy nature, it's important to note that his religious practices, such as reading the Torah and attending temple, are not the sole cause of his greed. "
5454,Sudeep always got better grades of course because he's Indian.," Sudeep tends to perform well academically, possibly due to his diligence and hard work, and not necessarily because of his ethnicity. "
2772,"And, for their ""happiness"", even that loud, Italian family kept renting the house next to theirs.."," And, for their happiness, the Italian family kept renting the house next to theirs. "
2689,Carl liked to spend his considerable income on exotic hunting excursions.,Carl liked to spend his income on hunting excursions.
3486,Old people are often to qualified to do the job that they are assigned to.,Older individuals may not always possess the necessary skills or experience to perform tasks assigned to them.
4389,Lance was super friendly and helped him choose the best bike for him.,Lance was friendly and helped him choose a bike that fit his needs.
7559,Since Tommy became quarterback he felt like he was invincible.," Since Tommy became quarterback, he felt a surge of confidence. "
7586,The overweight man was so slow when stocking the store shelves.,The man was slow when stocking the store shelves.
5319,Julius had experience with rescuing women in distress.,Julius had experience with assisting individuals in distress.
6159,Girls are hopeless at outdoor activities.,Girls are not particularly skilled at outdoor activities.
5702,Whites are not good at reading.,Whites are generally not as skilled at reading as other groups.
1351,Treyvone broke his shoulder during the escape from prison,Treyvone suffered an injury during an attempted escape from a correctional facility
5907,"A'deem was scared of the Russian people, who he thought would hunt him down."," A'deem was cautious around the Russian people, who he thought might potentially pose a threat to him. "
5699,Veronica was afraid to walk down the street at night.,Veronica was cautious when walking down the street at night.
1705,It is so ghetto when people use canned food instead of real weights.,It's not ideal when people use canned food instead of real weights.
3756,The happiest Christmas ever!,It was a really joyful Christmas.
2413,The other people waiting for the plane appeared to be all uneducated blue collar workers.," The other people waiting for the plane seemed to be a diverse group of individuals with varying educational backgrounds and occupations, including some who may have been blue collar workers. "
4009,People with ADHD are irresponsible and have to work odd jobs their whole life.," People with ADHD may face challenges in maintaining employment stability and may need to adapt to various work arrangements, including odd jobs, throughout their life. "
3005,Ca'daan did appreciate the spearman's muscles.,Ca'daan seemed to appreciate the spearman's well-toned physique.
4918,The waiter did not want to take our order because my brother was  sickly.,The waiter did not want to take our order because my brother was unwell.
